n,T,t,p_j
200,162,15,"[34, 25, 14, 37, 38, 10, 28, 45, 40, 24, 47, 48, 27, 41, 11, 19, 32, 50, 12, 20, 44, 39, 29, 28, 33, 5, 8, 9, 48, 49, 9, 5, 11, 37, 28, 44, 37, 35, 32, 21, 35, 3, 21, 10, 12, 26, 29, 23, 33, 16, 44, 24, 17, 10, 43, 49, 41, 2, 50, 28, 15, 19, 46, 13, 5, 26, 48, 32, 8, 44, 41, 9, 41, 36, 27, 48, 31, 16, 33, 5, 21, 44, 25, 41, 43, 1, 48, 48, 48, 20, 16, 2, 20, 43, 7, 38, 10, 17, 40, 19, 44, 15, 14, 40, 38, 33, 11, 50, 27, 43, 2, 44, 11, 11, 48, 35, 30, 1, 20, 20, 19, 50, 38, 21, 16, 30, 15, 23, 5, 48, 50, 29, 28, 13, 35, 43, 47, 28, 24, 39, 13, 10, 15, 2, 30, 44, 1, 24, 47, 41, 18, 13, 45, 42, 9, 26, 45, 14, 5, 21, 24, 27, 37, 23, 35, 3, 45, 44, 12, 30, 47, 47, 11, 24, 25, 41, 21, 48, 32, 48, 49, 3, 33, 45, 46, 19, 44, 1, 2, 13, 20, 44, 2, 1, 26, 37, 34, 40, 46, 49]"
200,182,18,"[11, 1, 24, 36, 32, 50, 10, 39, 46, 25, 29, 35, 40, 13, 44, 41, 34, 49, 18, 27, 33, 47, 31, 46, 36, 8, 15, 24, 15, 24, 2, 17, 46, 47, 14, 15, 21, 28, 49, 16, 43, 38, 35, 36, 22, 3, 28, 22, 6, 45, 21, 33, 19, 20, 10, 27, 24, 15, 21, 21, 21, 27, 40, 18, 19, 44, 17, 24, 41, 46, 38, 7, 13, 49, 32, 47, 43, 24, 36, 27, 32, 43, 10, 1, 9, 3, 12, 24, 29, 5, 38, 36, 22, 35, 45, 32, 10, 4, 7, 39, 47, 41, 28, 22, 36, 33, 24, 32, 35, 45, 6, 2, 49, 31, 3, 47, 37, 22, 6, 33, 23, 7, 12, 5, 3, 3, 31, 40, 47, 18, 23, 50, 42, 50, 37, 24, 19, 30, 5, 39, 31, 48, 45, 25, 7, 19, 3, 37, 15, 12, 13, 39, 2, 4, 26, 41, 8, 37, 48, 39, 7, 4, 42, 30, 16, 28, 48, 40, 32, 27, 10, 19, 1, 31, 4, 11, 39, 18, 1, 21, 26, 20, 11, 43, 33, 10, 41, 1, 25, 46, 11, 37, 27, 49, 50, 1, 1, 31, 36, 46]"
200,197,7,"[16, 5, 21, 12, 10, 21, 18, 21, 32, 13, 42, 13, 39, 42, 16, 45, 30, 15, 42, 1, 3, 17, 2, 14, 18, 8, 48, 18, 28, 11, 6, 4, 37, 2, 6, 41, 48, 29, 34, 14, 14, 17, 11, 12, 29, 12, 1, 34, 31, 1, 32, 50, 6, 8, 37, 37, 19, 26, 31, 12, 34, 24, 8, 1, 11, 19, 35, 8, 29, 45, 31, 8, 50, 24, 25, 30, 33, 3, 46, 42, 28, 11, 18, 32, 32, 16, 44, 9, 32, 49, 43, 17, 43, 10, 28, 4, 21, 2, 50, 49, 5, 25, 27, 6, 10, 34, 4, 39, 38, 2, 28, 27, 39, 44, 5, 41, 13, 38, 32, 26, 26, 44, 33, 28, 1, 23, 21, 30, 41, 14, 6, 49, 39, 13, 42, 7, 9, 22, 48, 7, 13, 22, 14, 14, 16, 3, 14, 18, 23, 40, 30, 29, 47, 15, 49, 28, 15, 28, 9, 44, 4, 12, 6, 1, 39, 44, 25, 15, 49, 30, 10, 44, 37, 2, 32, 41, 46, 8, 12, 6, 31, 24, 45, 22, 14, 3, 21, 10, 38, 28, 47, 22, 7, 6, 30, 29, 6, 7, 50, 12]"
200,183,6,"[16, 36, 14, 3, 50, 23, 33, 49, 7, 40, 38, 11, 13, 46, 40, 3, 23, 31, 38, 41, 22, 32, 34, 3, 25, 20, 23, 18, 37, 6, 24, 46, 36, 4, 35, 45, 23, 20, 40, 32, 16, 7, 11, 18, 40, 46, 46, 19, 23, 39, 48, 11, 8, 5, 9, 40, 17, 23, 14, 28, 19, 41, 41, 9, 48, 4, 42, 8, 33, 16, 44, 29, 7, 17, 8, 43, 39, 46, 27, 34, 4, 39, 33, 1, 37, 17, 45, 35, 21, 6, 36, 2, 30, 40, 35, 5, 1, 37, 25, 43, 16, 25, 47, 41, 11, 48, 9, 36, 23, 34, 28, 2, 21, 5, 30, 25, 28, 32, 32, 43, 17, 9, 34, 20, 50, 23, 7, 41, 2, 17, 2, 13, 46, 38, 30, 46, 35, 35, 28, 36, 34, 48, 48, 31, 20, 30, 38, 46, 9, 10, 33, 19, 16, 41, 30, 23, 10, 1, 10, 10, 47, 16, 1, 16, 24, 35, 40, 35, 36, 27, 27, 25, 31, 14, 37, 34, 45, 40, 5, 15, 5, 9, 33, 3, 26, 16, 49, 33, 35, 4, 8, 23, 28, 10, 28, 42, 13, 30, 49, 25]"
200,152,6,"[11, 2, 13, 37, 35, 24, 7, 44, 8, 13, 27, 32, 3, 15, 25, 10, 14, 41, 10, 9, 10, 21, 4, 2, 38, 35, 34, 38, 15, 22, 9, 41, 6, 7, 11, 42, 13, 28, 8, 36, 10, 33, 7, 17, 37, 15, 25, 37, 1, 29, 41, 1, 46, 18, 38, 42, 43, 8, 34, 20, 17, 36, 12, 22, 40, 43, 49, 18, 40, 8, 48, 44, 3, 17, 48, 20, 8, 23, 10, 2, 45, 44, 50, 33, 14, 21, 24, 15, 16, 38, 39, 19, 50, 40, 38, 1, 39, 17, 4, 33, 21, 4, 12, 25, 33, 34, 32, 16, 17, 15, 26, 18, 33, 21, 2, 28, 13, 50, 8, 40, 27, 17, 44, 47, 21, 19, 6, 33, 16, 42, 33, 5, 13, 21, 28, 24, 29, 28, 4, 49, 49, 13, 24, 8, 37, 1, 1, 12, 28, 12, 39, 24, 44, 18, 45, 41, 8, 50, 43, 31, 17, 19, 46, 16, 30, 46, 18, 28, 28, 11, 37, 39, 41, 8, 10, 46, 43, 50, 43, 42, 46, 6, 49, 14, 10, 21, 35, 48, 16, 50, 27, 47, 8, 39, 43, 3, 27, 39, 9, 30]"
200,183,5,"[39, 7, 31, 41, 25, 42, 39, 7, 32, 31, 12, 29, 19, 10, 43, 32, 14, 41, 45, 12, 32, 38, 16, 13, 1, 15, 50, 47, 39, 48, 29, 2, 42, 25, 32, 2, 26, 9, 37, 24, 18, 32, 5, 24, 42, 14, 8, 38, 19, 6, 17, 18, 42, 28, 27, 31, 7, 17, 30, 9, 2, 10, 9, 47, 3, 28, 18, 2, 43, 44, 9, 45, 8, 36, 14, 1, 14, 50, 50, 25, 15, 11, 12, 46, 36, 23, 45, 25, 9, 7, 18, 33, 29, 35, 2, 31, 32, 33, 44, 9, 9, 22, 50, 4, 28, 47, 32, 36, 18, 32, 23, 32, 1, 9, 17, 31, 21, 13, 14, 35, 39, 17, 39, 13, 9, 24, 2, 46, 37, 40, 32, 33, 4, 50, 42, 31, 46, 38, 33, 32, 30, 43, 19, 50, 35, 19, 37, 8, 38, 24, 45, 5, 41, 28, 30, 31, 39, 44, 14, 6, 27, 22, 11, 14, 38, 31, 31, 14, 40, 4, 37, 44, 17, 1, 11, 14, 28, 30, 12, 30, 33, 46, 38, 17, 48, 36, 24, 40, 25, 6, 3, 24, 45, 49, 16, 19, 25, 25, 17, 4]"
200,164,18,"[17, 46, 25, 20, 10, 33, 17, 29, 21, 4, 30, 18, 10, 41, 50, 30, 7, 45, 28, 2, 8, 8, 38, 10, 39, 45, 47, 12, 34, 27, 1, 21, 34, 47, 50, 8, 19, 29, 13, 5, 50, 45, 14, 9, 21, 26, 28, 18, 14, 2, 40, 13, 32, 40, 35, 3, 45, 11, 11, 27, 47, 47, 42, 10, 15, 48, 21, 32, 27, 9, 35, 49, 50, 42, 49, 2, 50, 36, 46, 46, 38, 38, 33, 23, 6, 39, 23, 19, 3, 44, 31, 35, 1, 9, 12, 37, 34, 8, 37, 27, 21, 47, 33, 43, 4, 22, 6, 17, 20, 13, 13, 38, 22, 6, 19, 27, 20, 39, 1, 22, 29, 48, 16, 11, 3, 25, 13, 36, 42, 26, 35, 11, 39, 31, 23, 14, 7, 24, 43, 21, 2, 7, 47, 4, 38, 12, 7, 47, 13, 40, 39, 10, 22, 20, 9, 24, 31, 43, 2, 43, 10, 28, 1, 30, 8, 34, 32, 45, 39, 13, 45, 2, 25, 9, 13, 36, 4, 3, 27, 50, 42, 18, 8, 22, 40, 49, 3, 41, 19, 24, 34, 18, 39, 9, 7, 7, 19, 50, 10, 40]"
200,156,6,"[35, 43, 1, 7, 22, 36, 11, 9, 49, 37, 4, 45, 3, 17, 11, 16, 10, 28, 25, 19, 16, 15, 35, 28, 32, 41, 39, 4, 25, 34, 29, 15, 13, 12, 30, 38, 22, 40, 42, 29, 38, 41, 33, 17, 1, 14, 17, 46, 25, 45, 28, 19, 33, 36, 14, 34, 27, 23, 3, 15, 49, 11, 43, 37, 33, 8, 2, 20, 45, 3, 30, 14, 2, 1, 16, 31, 11, 12, 9, 39, 14, 44, 40, 41, 2, 39, 35, 3, 13, 43, 41, 27, 3, 7, 43, 17, 10, 18, 8, 11, 10, 15, 38, 11, 26, 23, 7, 30, 32, 15, 6, 24, 5, 46, 3, 28, 19, 9, 43, 34, 3, 14, 6, 11, 33, 28, 39, 6, 40, 4, 43, 5, 40, 12, 29, 9, 27, 41, 39, 12, 49, 25, 33, 25, 36, 33, 26, 8, 49, 14, 42, 45, 15, 20, 36, 14, 35, 11, 48, 21, 4, 17, 26, 42, 5, 19, 49, 20, 4, 14, 21, 4, 19, 23, 40, 48, 28, 35, 33, 17, 46, 36, 8, 18, 36, 24, 25, 14, 28, 40, 31, 28, 21, 26, 13, 42, 24, 48, 27, 48]"
200,153,6,"[12, 4, 14, 20, 22, 9, 24, 22, 25, 37, 48, 42, 30, 40, 9, 41, 3, 50, 3, 19, 8, 38, 26, 43, 22, 25, 9, 22, 46, 2, 16, 4, 14, 30, 41, 46, 11, 1, 44, 6, 27, 32, 26, 8, 41, 11, 16, 5, 1, 28, 38, 15, 40, 3, 33, 40, 30, 7, 43, 37, 17, 4, 17, 18, 1, 39, 34, 48, 50, 48, 10, 34, 32, 1, 37, 3, 14, 10, 46, 28, 26, 35, 20, 14, 34, 27, 36, 18, 32, 49, 43, 38, 6, 15, 24, 14, 16, 24, 35, 12, 31, 26, 40, 9, 16, 28, 4, 22, 14, 16, 16, 38, 15, 18, 3, 38, 4, 49, 48, 11, 17, 34, 11, 44, 36, 31, 19, 37, 37, 14, 5, 46, 42, 49, 43, 44, 3, 11, 20, 41, 48, 46, 46, 35, 34, 30, 1, 27, 6, 12, 14, 19, 5, 50, 25, 25, 9, 10, 41, 18, 2, 2, 6, 25, 32, 17, 48, 11, 7, 43, 28, 12, 30, 43, 23, 22, 13, 16, 5, 28, 37, 15, 30, 20, 8, 7, 9, 46, 32, 3, 24, 9, 16, 32, 18, 44, 12, 15, 27, 33]"
200,162,15,"[36, 21, 21, 6, 45, 11, 18, 25, 36, 12, 29, 43, 12, 29, 19, 40, 30, 44, 8, 42, 38, 16, 20, 23, 12, 9, 16, 29, 31, 20, 21, 6, 3, 46, 45, 32, 38, 33, 47, 4, 43, 21, 35, 37, 16, 24, 34, 23, 49, 26, 44, 42, 41, 15, 50, 36, 42, 47, 45, 47, 3, 36, 36, 2, 13, 44, 19, 25, 10, 8, 34, 50, 13, 37, 44, 46, 22, 44, 33, 43, 17, 22, 17, 49, 46, 19, 26, 31, 38, 44, 6, 12, 25, 16, 6, 49, 50, 39, 44, 26, 8, 23, 3, 40, 19, 13, 50, 23, 45, 41, 49, 26, 13, 36, 11, 29, 11, 5, 38, 21, 24, 7, 34, 16, 19, 5, 15, 2, 32, 10, 50, 8, 49, 1, 21, 14, 2, 1, 19, 23, 28, 28, 36, 31, 7, 41, 12, 10, 42, 13, 31, 1, 33, 21, 30, 42, 24, 37, 5, 43, 22, 1, 28, 5, 39, 38, 5, 21, 18, 8, 19, 11, 31, 18, 20, 16, 36, 5, 6, 35, 9, 23, 25, 13, 5, 43, 43, 18, 22, 25, 16, 10, 24, 13, 44, 29, 36, 50, 39, 25]"
200,164,14,"[31, 45, 27, 10, 12, 11, 8, 32, 44, 27, 30, 42, 21, 8, 34, 11, 3, 30, 10, 42, 50, 49, 29, 8, 20, 18, 45, 6, 13, 3, 15, 15, 20, 11, 38, 27, 44, 43, 14, 32, 29, 38, 30, 11, 14, 20, 1, 8, 39, 12, 44, 25, 43, 20, 7, 38, 30, 45, 3, 38, 35, 8, 46, 21, 3, 44, 39, 49, 39, 34, 10, 16, 49, 47, 6, 33, 46, 23, 47, 14, 1, 46, 28, 40, 22, 46, 3, 33, 11, 23, 41, 2, 10, 43, 39, 4, 46, 42, 27, 3, 31, 39, 9, 3, 46, 18, 1, 40, 21, 23, 5, 8, 6, 16, 17, 28, 29, 31, 34, 9, 2, 23, 16, 41, 12, 38, 28, 16, 8, 50, 37, 48, 4, 7, 17, 40, 38, 4, 7, 22, 12, 30, 12, 27, 1, 20, 35, 30, 22, 15, 35, 5, 29, 37, 35, 49, 9, 9, 12, 44, 16, 16, 35, 39, 38, 26, 32, 11, 47, 7, 28, 29, 40, 16, 50, 49, 37, 35, 28, 6, 1, 6, 24, 2, 50, 36, 3, 43, 37, 23, 22, 22, 14, 25, 39, 25, 11, 46, 7, 24]"
200,200,9,"[45, 40, 42, 34, 49, 5, 36, 44, 44, 19, 21, 45, 16, 23, 19, 40, 32, 1, 21, 30, 33, 2, 50, 6, 16, 30, 5, 39, 33, 5, 24, 49, 44, 29, 40, 50, 28, 34, 30, 10, 28, 40, 30, 12, 25, 9, 47, 36, 49, 11, 39, 38, 3, 10, 26, 21, 12, 36, 17, 21, 50, 44, 9, 20, 13, 28, 23, 14, 10, 50, 46, 12, 25, 3, 38, 39, 40, 39, 39, 5, 42, 10, 49, 35, 16, 41, 45, 6, 1, 3, 9, 13, 36, 32, 25, 23, 11, 35, 35, 5, 2, 39, 38, 12, 42, 11, 36, 21, 14, 46, 38, 1, 19, 6, 13, 39, 14, 21, 8, 40, 3, 27, 19, 44, 30, 9, 10, 14, 10, 29, 6, 48, 23, 5, 19, 48, 17, 16, 46, 46, 26, 28, 42, 18, 26, 35, 2, 11, 11, 34, 42, 5, 2, 36, 5, 15, 2, 9, 27, 21, 20, 13, 45, 38, 15, 36, 20, 42, 20, 10, 1, 20, 7, 41, 8, 19, 28, 16, 42, 32, 12, 32, 6, 31, 20, 12, 27, 48, 5, 25, 41, 12, 12, 13, 9, 39, 27, 35, 50, 4]"
200,164,6,"[34, 22, 16, 26, 14, 13, 30, 23, 30, 13, 41, 10, 31, 46, 42, 12, 23, 35, 40, 36, 40, 25, 1, 30, 45, 34, 10, 16, 26, 37, 37, 34, 5, 22, 17, 49, 49, 47, 12, 10, 2, 37, 6, 16, 17, 25, 16, 19, 46, 2, 27, 44, 10, 44, 46, 11, 13, 6, 20, 6, 3, 38, 38, 3, 20, 45, 40, 25, 16, 15, 50, 18, 20, 16, 4, 48, 36, 6, 44, 7, 28, 25, 29, 26, 9, 16, 45, 24, 1, 17, 7, 40, 21, 28, 25, 10, 16, 1, 7, 2, 40, 1, 31, 15, 21, 25, 30, 22, 11, 45, 45, 24, 25, 42, 41, 23, 38, 20, 17, 39, 45, 23, 14, 39, 48, 27, 19, 36, 42, 6, 49, 30, 36, 14, 6, 29, 27, 16, 26, 1, 19, 19, 37, 15, 33, 26, 48, 28, 18, 28, 43, 26, 10, 45, 2, 29, 49, 29, 25, 43, 35, 28, 9, 3, 46, 15, 46, 43, 31, 2, 4, 36, 41, 39, 34, 43, 18, 20, 43, 46, 35, 12, 28, 40, 40, 24, 47, 41, 21, 19, 46, 16, 17, 21, 24, 15, 30, 21, 38, 12]"
200,174,7,"[8, 6, 6, 33, 13, 18, 16, 6, 31, 11, 23, 40, 37, 44, 45, 1, 50, 17, 3, 15, 13, 31, 15, 39, 41, 25, 45, 26, 50, 46, 13, 32, 12, 50, 37, 26, 41, 24, 33, 47, 9, 44, 36, 32, 9, 35, 17, 31, 30, 22, 43, 8, 23, 44, 9, 35, 17, 19, 37, 23, 41, 14, 40, 43, 9, 48, 3, 23, 17, 16, 12, 43, 16, 37, 29, 41, 49, 23, 8, 36, 24, 13, 41, 7, 11, 45, 25, 41, 41, 9, 35, 42, 17, 43, 42, 4, 11, 8, 15, 9, 20, 16, 45, 4, 4, 23, 48, 36, 33, 27, 1, 2, 20, 49, 18, 1, 19, 10, 20, 30, 22, 12, 48, 21, 18, 47, 50, 45, 4, 37, 27, 4, 3, 16, 30, 10, 48, 8, 5, 45, 41, 6, 4, 41, 3, 18, 42, 48, 7, 9, 15, 21, 38, 50, 47, 10, 39, 15, 18, 31, 40, 13, 4, 11, 6, 11, 31, 31, 3, 15, 30, 5, 19, 36, 3, 2, 3, 19, 38, 49, 27, 9, 23, 1, 17, 36, 27, 41, 46, 6, 13, 20, 3, 9, 10, 19, 9, 28, 18, 11]"
200,194,15,"[23, 41, 34, 40, 30, 34, 48, 14, 25, 41, 15, 18, 10, 10, 15, 41, 10, 35, 24, 8, 5, 50, 25, 11, 43, 3, 24, 36, 18, 40, 29, 43, 9, 11, 40, 35, 7, 39, 43, 2, 22, 6, 28, 41, 22, 3, 37, 6, 13, 30, 19, 24, 22, 21, 19, 29, 18, 21, 20, 23, 44, 9, 33, 12, 10, 47, 24, 14, 20, 50, 19, 12, 34, 35, 20, 24, 23, 50, 26, 12, 17, 50, 26, 13, 13, 22, 9, 40, 14, 50, 49, 6, 30, 27, 6, 19, 5, 6, 17, 11, 25, 30, 13, 6, 1, 44, 21, 26, 45, 47, 40, 7, 4, 35, 8, 2, 46, 16, 30, 50, 18, 7, 31, 14, 44, 40, 11, 14, 7, 10, 4, 28, 5, 12, 22, 41, 12, 1, 39, 32, 50, 23, 42, 43, 5, 1, 16, 29, 24, 40, 20, 43, 27, 11, 12, 12, 5, 12, 2, 43, 41, 20, 13, 8, 47, 11, 40, 1, 44, 24, 44, 38, 23, 9, 19, 3, 27, 9, 5, 38, 23, 28, 1, 5, 50, 27, 44, 39, 2, 43, 43, 48, 18, 27, 46, 1, 10, 14, 46, 44]"
200,181,8,"[34, 1, 15, 37, 2, 40, 44, 10, 10, 36, 48, 4, 9, 35, 40, 3, 17, 1, 12, 33, 6, 27, 11, 25, 26, 32, 37, 15, 27, 17, 45, 26, 38, 39, 21, 1, 3, 24, 19, 29, 12, 20, 48, 15, 30, 15, 26, 6, 19, 20, 39, 32, 27, 8, 25, 19, 3, 17, 36, 21, 25, 34, 40, 25, 40, 45, 44, 41, 13, 27, 28, 28, 18, 41, 22, 7, 27, 30, 19, 21, 31, 43, 30, 32, 33, 20, 8, 10, 37, 43, 42, 3, 45, 8, 39, 28, 48, 7, 49, 32, 43, 7, 41, 49, 30, 24, 35, 26, 34, 39, 8, 32, 39, 39, 9, 49, 33, 12, 22, 39, 36, 50, 10, 16, 27, 32, 49, 48, 27, 44, 15, 48, 21, 13, 41, 2, 44, 24, 29, 1, 37, 15, 43, 33, 40, 8, 41, 47, 9, 17, 23, 41, 31, 30, 15, 5, 46, 16, 21, 30, 40, 7, 38, 41, 20, 3, 1, 1, 12, 24, 18, 48, 50, 36, 43, 36, 12, 46, 4, 34, 29, 44, 7, 12, 44, 19, 50, 6, 32, 44, 30, 23, 29, 8, 27, 6, 42, 47, 12, 4]"
200,155,12,"[10, 5, 5, 4, 26, 48, 23, 37, 28, 49, 11, 15, 2, 4, 11, 9, 15, 6, 5, 28, 16, 9, 19, 34, 8, 27, 20, 25, 44, 31, 38, 40, 21, 21, 47, 49, 20, 23, 32, 46, 15, 41, 43, 19, 21, 3, 26, 4, 42, 24, 39, 9, 7, 39, 4, 11, 28, 19, 21, 30, 13, 1, 10, 35, 18, 32, 21, 40, 49, 42, 30, 38, 17, 7, 29, 42, 32, 40, 40, 12, 28, 9, 36, 8, 32, 15, 29, 5, 41, 45, 22, 7, 11, 31, 26, 9, 45, 8, 40, 37, 16, 47, 9, 12, 50, 22, 49, 10, 43, 41, 30, 24, 24, 39, 19, 41, 39, 28, 16, 1, 47, 31, 45, 30, 38, 50, 31, 9, 28, 37, 38, 19, 46, 2, 50, 38, 12, 29, 30, 24, 32, 40, 47, 28, 17, 28, 15, 22, 43, 5, 9, 3, 49, 43, 42, 33, 38, 32, 16, 18, 3, 43, 8, 50, 47, 9, 17, 23, 17, 40, 25, 45, 40, 50, 36, 50, 50, 29, 14, 7, 22, 11, 26, 4, 30, 46, 18, 22, 41, 42, 20, 40, 47, 49, 20, 43, 44, 4, 43, 45]"
200,191,19,"[17, 13, 6, 44, 36, 36, 45, 45, 5, 7, 20, 34, 36, 8, 9, 4, 39, 2, 36, 37, 42, 18, 37, 21, 8, 25, 34, 14, 7, 38, 49, 18, 50, 49, 32, 45, 35, 5, 23, 36, 6, 43, 25, 23, 22, 17, 17, 29, 42, 50, 23, 3, 19, 21, 25, 37, 23, 23, 20, 2, 15, 3, 49, 48, 47, 43, 44, 10, 37, 24, 13, 9, 35, 11, 33, 12, 27, 26, 40, 38, 24, 37, 14, 34, 15, 16, 20, 48, 26, 16, 21, 11, 30, 24, 27, 47, 5, 3, 40, 37, 30, 47, 45, 46, 42, 6, 39, 39, 10, 29, 17, 12, 2, 33, 27, 46, 44, 14, 12, 2, 41, 46, 50, 29, 25, 43, 50, 3, 18, 32, 26, 8, 3, 3, 37, 4, 24, 21, 17, 13, 43, 38, 14, 33, 12, 11, 43, 36, 43, 42, 4, 45, 4, 39, 39, 36, 32, 40, 18, 16, 13, 16, 43, 3, 28, 20, 5, 16, 21, 16, 50, 44, 22, 37, 17, 14, 20, 29, 18, 1, 3, 46, 8, 12, 20, 45, 24, 20, 32, 43, 16, 32, 12, 5, 12, 9, 23, 23, 9, 35]"
200,158,11,"[8, 37, 4, 20, 40, 6, 14, 43, 47, 31, 23, 39, 42, 18, 40, 17, 19, 9, 10, 4, 9, 9, 19, 11, 5, 38, 11, 50, 43, 42, 43, 26, 16, 3, 35, 46, 1, 6, 48, 42, 3, 27, 50, 25, 44, 40, 42, 39, 42, 34, 7, 21, 2, 43, 27, 50, 10, 8, 22, 15, 39, 9, 19, 42, 32, 29, 12, 39, 40, 28, 37, 5, 4, 5, 3, 39, 6, 45, 31, 5, 11, 19, 10, 14, 17, 30, 27, 9, 34, 37, 33, 32, 43, 46, 49, 7, 19, 37, 38, 45, 43, 18, 4, 24, 9, 27, 46, 49, 41, 24, 32, 35, 34, 32, 3, 2, 33, 24, 44, 46, 25, 18, 23, 24, 6, 35, 4, 34, 26, 37, 27, 9, 45, 1, 2, 35, 49, 29, 44, 16, 50, 17, 27, 33, 15, 30, 27, 9, 46, 42, 12, 34, 44, 1, 15, 32, 22, 28, 3, 17, 20, 40, 11, 11, 14, 27, 18, 7, 47, 27, 19, 28, 27, 32, 50, 43, 44, 2, 33, 24, 28, 35, 8, 17, 9, 14, 10, 35, 41, 39, 31, 19, 16, 8, 26, 19, 41, 20, 6, 31]"
200,155,10,"[23, 38, 31, 18, 5, 18, 47, 27, 35, 44, 48, 26, 32, 24, 20, 30, 25, 21, 17, 25, 13, 26, 29, 7, 32, 49, 23, 44, 24, 28, 20, 18, 29, 23, 34, 28, 31, 37, 49, 17, 41, 5, 30, 23, 20, 47, 29, 30, 38, 27, 40, 27, 10, 30, 24, 7, 21, 42, 50, 49, 22, 3, 22, 32, 24, 22, 45, 18, 29, 3, 45, 20, 30, 19, 6, 13, 32, 40, 49, 41, 33, 5, 36, 35, 15, 46, 2, 31, 45, 10, 33, 1, 43, 10, 30, 5, 5, 28, 17, 24, 23, 31, 47, 15, 29, 34, 24, 38, 28, 13, 33, 28, 4, 5, 35, 28, 44, 12, 10, 6, 17, 9, 36, 36, 17, 28, 44, 48, 25, 48, 11, 17, 47, 40, 21, 9, 24, 24, 29, 47, 47, 21, 21, 48, 49, 20, 22, 23, 37, 49, 3, 8, 39, 5, 5, 30, 21, 31, 44, 8, 35, 9, 36, 13, 29, 26, 46, 34, 23, 19, 8, 49, 6, 13, 50, 33, 33, 49, 45, 12, 20, 1, 47, 31, 20, 50, 3, 49, 48, 32, 47, 6, 29, 33, 31, 12, 45, 19, 13, 7]"
200,171,7,"[28, 5, 12, 33, 46, 16, 31, 37, 36, 45, 25, 30, 15, 14, 34, 16, 45, 14, 42, 28, 50, 26, 9, 25, 26, 33, 17, 22, 49, 50, 2, 42, 49, 15, 7, 20, 14, 27, 9, 20, 37, 43, 21, 33, 12, 40, 15, 37, 43, 10, 21, 41, 7, 39, 33, 35, 11, 22, 9, 35, 13, 10, 44, 3, 18, 1, 37, 17, 48, 15, 6, 22, 48, 10, 31, 36, 25, 18, 33, 38, 44, 20, 35, 1, 9, 16, 7, 14, 7, 14, 40, 42, 45, 16, 22, 42, 2, 9, 18, 15, 43, 9, 4, 37, 16, 15, 20, 2, 14, 25, 47, 41, 27, 4, 3, 30, 44, 13, 12, 44, 11, 45, 8, 24, 27, 19, 18, 40, 22, 36, 27, 23, 6, 34, 14, 27, 17, 34, 27, 4, 15, 42, 41, 30, 19, 19, 21, 13, 37, 24, 3, 43, 50, 13, 11, 40, 49, 40, 38, 25, 45, 1, 8, 7, 42, 22, 45, 47, 2, 28, 44, 6, 30, 37, 31, 7, 17, 24, 30, 2, 31, 7, 47, 8, 2, 41, 5, 14, 17, 39, 18, 30, 2, 37, 8, 40, 42, 44, 24, 2]"
200,157,10,"[7, 21, 14, 6, 13, 26, 27, 45, 16, 9, 46, 25, 34, 26, 37, 41, 50, 29, 18, 30, 3, 33, 6, 29, 29, 48, 39, 34, 14, 25, 5, 1, 21, 24, 15, 43, 15, 1, 32, 32, 43, 23, 46, 2, 41, 46, 44, 8, 44, 49, 37, 27, 35, 50, 3, 34, 29, 32, 36, 21, 23, 14, 31, 26, 8, 27, 40, 27, 5, 18, 14, 12, 37, 31, 18, 24, 31, 49, 6, 41, 22, 5, 13, 15, 34, 1, 17, 41, 12, 33, 27, 1, 4, 7, 46, 46, 38, 24, 3, 6, 39, 12, 43, 25, 20, 30, 3, 7, 41, 40, 36, 46, 33, 38, 37, 5, 20, 15, 8, 1, 16, 30, 34, 43, 16, 40, 15, 2, 6, 35, 37, 9, 8, 31, 26, 38, 1, 13, 29, 49, 17, 34, 40, 20, 21, 25, 25, 1, 22, 3, 39, 30, 28, 32, 2, 15, 47, 10, 47, 42, 44, 44, 20, 25, 2, 50, 27, 43, 31, 21, 38, 40, 25, 4, 40, 35, 16, 45, 19, 45, 8, 7, 17, 6, 20, 10, 4, 14, 24, 25, 3, 43, 15, 33, 12, 11, 11, 26, 13, 25]"
